tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,geometry
47866,Permitted Site,Tree(s) ::,2278 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,2002-06-17,,,37.7579434235518,-122.409684809007,POINT (-122.409684809007 37.7579434235518)
68384,Permitted Site,Prunus cerasifera :: Cherry Plum,48 Uranus Ter,1.0,Sidewalk: Curb side : Cutout,Private,1993-08-09,,,37.7611748403811,-122.445673302467,POINT (-122.445673302467 37.7611748403811)
42146,DPW Maintained,Prunus cerasifera :: Cherry Plum,739 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-21,6.0,,37.7739945146903,-122.476856612826,POINT (-122.476856612826 37.7739945146903)
252899,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,390 San Miguel St,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-11,3.0,3x3,37.7188385770119,-122.449272458694,POINT (-122.449272458694 37.7188385770119)
81216,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1490 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-07-26,12.0,,37.7599768999261,-122.477868186468,POINT (-122.477868186468 37.7599768999261)
243745,Planning Code 138.1 required,Magnolia grandiflora :: Southern Magnolia,130 Mateo St,1.0,Sidewalk: Curb side : Cutout,Private,2017-12-22,3.0,3x3,37.7365463534355,-122.429210869408,POINT (-122.429210869408 37.7365463534355)
49149,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2721 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,2003-10-23,8.0,,37.7951151846669,-122.438538563903,POINT (-122.438538563903 37.7951151846669)
3705,DPW Maintained,Lophostemon confertus :: Brisbane Box,401X Cargo Way,10.0,Sidewalk: Curb side : Cutout,DPW,2017-05-03,3.0,3X3,37.7450722007352,-122.385466897193,POINT (-122.385466897193 37.7450722007352)
213685,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,428 Congo St,1.0,Sidewalk: Curb side : Cutout,Private,2002-09-23,9.0,Width 2ft,37.7328113412593,-122.441973724108,POINT (-122.441973724108 37.7328113412593)
39127,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,739 Capp St,1.0,Sidewalk: Curb side : Cutout,Private,1998-11-19,,,37.7548765329449,-122.417508922955,POINT (-122.417508922955 37.7548765329449)
55127,Permitted Site,Tree(s) ::,1359 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1972-10-24,,,37.7631290777025,-122.462044143114,POINT (-122.462044143114 37.7631290777025)
49146,Permitted Site,Maytenus boaria :: Mayten,201REVISED Elmira St,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-27,,,37.7343834996245,-122.40348689328,POINT (-122.40348689328 37.7343834996245)
57549,Permitted Site,Tree(s) ::,1583 Treat Ave,1.0,Sidewalk: Curb side : Cutout,Private,1976-10-21,,,37.7458830012059,-122.412366115411,POINT (-122.412366115411 37.7458830012059)
64421,Permitted Site,Tree(s) ::,146 Stanyan St,1.0,Sidewalk: Curb side : Cutout,Private,1988-05-09,,,37.778918898721,-122.455369545691,POINT (-122.455369545691 37.778918898721)
34874,DPW Maintained,Lophostemon confertus :: Brisbane Box,1546 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,1997-09-09,13.0,,37.7968600115463,-122.422784501105,POINT (-122.422784501105 37.7968600115463)
40734,Permitted Site,Prunus cerasifera :: Cherry Plum,580 Prentiss St,1.0,Sidewalk: Curb side : Cutout,Private,2002-04-12,,,37.7360652931825,-122.412412907142,POINT (-122.412412907142 37.7360652931825)
10935,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1367 Hudson Ave,1.0,Sidewalk: Curb side : Cutout,Private,1992-02-25,6.0,3X4,37.7375569710748,-122.384184391096,POINT (-122.384184391096 37.7375569710748)
88512,Permitted Site,Olea europaea :: Olive Tree,100 Eastwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,2008-07-21,,3x3,37.7275887253261,-122.457325078591,POINT (-122.457325078591 37.7275887253261)
55700,Permitted Site,Tree(s) ::,2313 Webster St,1.0,Sidewalk: Curb side : Cutout,Private,1973-02-28,,,37.7919160472461,-122.432854224321,POINT (-122.432854224321 37.7919160472461)
